subscription_id,user_id,plan_type,monthly_revenue,tenure_months,is_churned,internet_service,total_revenue
telco_3982,3982,Month-to-month,85.2,8,0,Fiber optic,695.75
telco_3983,3983,Two year,24.35,71,0,No,1654.6
telco_3984,3984,Month-to-month,24.25,1,1,DSL,24.25
telco_3985,3985,Two year,25.1,72,0,No,1857.85
telco_3986,3986,Month-to-month,54.55,16,0,DSL,825.1
telco_3987,3987,Two year,96.6,66,0,Fiber optic,6424.25
telco_3988,3988,Month-to-month,76.5,11,1,Fiber optic,837.95
telco_3989,3989,One year,81.15,51,0,DSL,4126.2
telco_3990,3990,Month-to-month,38.5,8,0,DSL,330.8
telco_3991,3991,Month-to-month,92.9,14,0,Fiber optic,1337.45
telco_3992,3992,Month-to-month,93.5,4,1,Fiber optic,362.2
telco_3993,3993,Two year,84.7,70,0,DSL,5991.05
telco_3994,3994,Two year,66.0,70,0,DSL,4891.5
telco_3995,3995,One year,101.5,54,1,Fiber optic,5373.1
telco_3996,3996,Month-to-month,74.9,28,1,Fiber optic,2068.55
telco_3997,3997,Two year,20.75,24,0,No,487.05
telco_3998,3998,Two year,61.45,69,0,DSL,4131.2
telco_3999,3999,Month-to-month,54.5,42,0,DSL,2301.15
telco_4000,4000,Month-to-month,69.6,2,1,Fiber optic,131.65
telco_4001,4001,Month-to-month,99.75,39,0,Fiber optic,4036.0
telco_4002,4002,Two year,109.75,45,0,Fiber optic,4900.65
telco_4003,4003,Two year,80.85,72,0,DSL,5727.45
telco_4004,4004,Two year,20.3,38,0,No,743.05
telco_4005,4005,Two year,67.8,72,0,DSL,4804.65
telco_4006,4006,Month-to-month,24.05,1,1,No,24.05
telco_4007,4007,Two year,19.8,72,0,No,1414.65
telco_4008,4008,Two year,25.7,55,0,No,1443.65
telco_4009,4009,One year,56.15,51,0,DSL,2898.95
telco_4010,4010,Two year,86.7,63,0,DSL,5309.5
telco_4011,4011,Month-to-month,20.4,1,0,No,20.4
telco_4012,4012,Two year,19.65,23,0,No,451.55
telco_4013,4013,Month-to-month,50.55,1,1,DSL,50.55
telco_4014,4014,Month-to-month,54.35,2,0,DSL,117.05
telco_4015,4015,Month-to-month,108.1,52,0,Fiber optic,5839.3
telco_4016,4016,One year,54.45,36,0,DSL,1893.5
telco_4017,4017,Month-to-month,45.35,1,0,DSL,45.35
telco_4018,4018,One year,59.0,28,0,DSL,1654.45
telco_4019,4019,One year,69.45,7,0,DSL,477.05
telco_4020,4020,Month-to-month,100.55,14,1,Fiber optic,1415.55
telco_4021,4021,Two year,64.95,72,0,DSL,4546.0
telco_4022,4022,Month-to-month,20.5,1,1,No,20.5
telco_4023,4023,Month-to-month,18.85,10,0,No,163.2
telco_4024,4024,One year,19.8,42,0,No,849.9
telco_4025,4025,Month-to-month,25.05,7,0,DSL,189.95
telco_4026,4026,Month-to-month,74.8,4,1,Fiber optic,321.9
telco_4027,4027,Two year,114.3,72,0,Fiber optic,8058.55
telco_4028,4028,Month-to-month,24.45,20,1,DSL,482.8
telco_4029,4029,Two year,109.2,63,0,Fiber optic,7049.75
telco_4030,4030,Two year,45.05,56,0,DSL,2560.1
telco_4031,4031,Month-to-month,51.0,5,0,DSL,286.8
telco_4032,4032,Two year,110.45,72,0,Fiber optic,7982.5
telco_4033,4033,Month-to-month,84.65,68,0,Fiber optic,5683.6
telco_4034,4034,One year,60.05,67,0,DSL,3994.05
telco_4035,4035,Month-to-month,44.65,8,0,DSL,369.15
telco_4036,4036,Month-to-month,93.25,52,0,Fiber optic,4631.7
telco_4037,4037,Month-to-month,20.25,18,0,No,401.95
telco_4038,4038,Two year,25.45,59,0,No,1534.05
telco_4039,4039,Two year,20.6,60,0,No,1093.0
telco_4040,4040,Month-to-month,94.1,7,0,Fiber optic,701.3
telco_4041,4041,One year,34.8,59,0,DSL,1980.3
telco_4042,4042,Two year,60.75,46,0,DSL,2893.4
telco_4043,4043,Month-to-month,51.35,5,0,DSL,262.3
telco_4044,4044,Two year,64.05,59,0,DSL,3886.85
telco_4045,4045,Two year,84.8,70,0,DSL,5917.55
telco_4046,4046,Month-to-month,71.0,14,1,Fiber optic,914.0
telco_4047,4047,Month-to-month,50.15,44,0,DSL,2139.1
telco_4048,4048,Two year,94.6,64,0,Fiber optic,5948.7
telco_4049,4049,Two year,59.75,58,0,DSL,3624.35
telco_4050,4050,One year,100.25,46,0,Fiber optic,4753.85
telco_4051,4051,Month-to-month,98.9,58,0,Fiber optic,5780.7
telco_4052,4052,Two year,97.7,72,0,Fiber optic,6869.7
telco_4053,4053,Month-to-month,40.3,30,1,DSL,1172.95
telco_4054,4054,Month-to-month,60.25,11,0,DSL,662.95
telco_4055,4055,Month-to-month,56.25,34,0,DSL,1765.95
telco_4056,4056,Two year,46.2,54,0,DSL,2431.95
telco_4057,4057,Month-to-month,50.6,3,1,DSL,155.35
telco_4058,4058,Two year,24.9,72,0,No,1859.2
telco_4059,4059,Month-to-month,84.85,40,1,Fiber optic,3303.05
telco_4060,4060,Month-to-month,65.7,2,1,DSL,134.35
telco_4061,4061,Two year,63.35,54,0,DSL,3409.1
telco_4062,4062,Month-to-month,50.1,14,0,DSL,709.5
telco_4063,4063,Month-to-month,70.5,1,1,Fiber optic,70.5
telco_4064,4064,Month-to-month,94.85,10,1,Fiber optic,953.45
telco_4065,4065,Month-to-month,50.15,1,0,DSL,50.15
telco_4066,4066,Month-to-month,19.75,1,1,No,19.75
telco_4067,4067,One year,64.65,56,0,DSL,3665.55
telco_4068,4068,Two year,79.6,68,0,DSL,5515.8
telco_4069,4069,One year,19.5,14,0,No,272.0
telco_4070,4070,Two year,99.55,68,0,Fiber optic,6668.0
telco_4071,4071,Month-to-month,74.0,55,0,Fiber optic,4052.4
telco_4072,4072,Month-to-month,38.9,16,0,DSL,664.4
telco_4073,4073,Month-to-month,79.55,9,0,Fiber optic,718.55
telco_4074,4074,Month-to-month,65.45,14,1,DSL,937.6
telco_4075,4075,Month-to-month,98.7,58,1,Fiber optic,5812.6
telco_4076,4076,Month-to-month,46.3,53,0,DSL,2546.85
telco_4077,4077,Two year,99.35,70,0,Fiber optic,6944.5
telco_4078,4078,Month-to-month,95.8,14,0,Fiber optic,1346.3
telco_4079,4079,One year,67.5,22,1,DSL,1544.05
telco_4080,4080,Month-to-month,78.15,10,0,Fiber optic,765.15
telco_4081,4081,Two year,26.1,29,0,No,692.55
telco_4082,4082,Month-to-month,69.6,1,1,Fiber optic,69.6
telco_4083,4083,One year,84.35,49,1,DSL,4059.35
telco_4084,4084,Month-to-month,100.2,68,1,Fiber optic,6851.65
telco_4085,4085,Month-to-month,78.05,1,1,Fiber optic,78.05
telco_4086,4086,One year,40.35,30,0,DSL,1187.05
telco_4087,4087,Two year,79.2,72,0,DSL,5401.9
telco_4088,4088,Month-to-month,20.9,10,0,No,247.0
telco_4089,4089,Month-to-month,73.6,7,1,Fiber optic,520.0
telco_4090,4090,Month-to-month,74.75,9,1,Fiber optic,706.6
telco_4091,4091,Month-to-month,49.9,1,0,DSL,49.9
telco_4092,4092,Month-to-month,68.9,20,0,DSL,1370.35
telco_4093,4093,Month-to-month,20.25,1,0,No,20.25
telco_4094,4094,Month-to-month,76.0,29,0,Fiber optic,2215.25
telco_4095,4095,Month-to-month,74.0,1,0,Fiber optic,74.0
telco_4096,4096,Month-to-month,82.3,3,0,Fiber optic,214.4
telco_4097,4097,Month-to-month,89.4,20,0,Fiber optic,1871.15
telco_4098,4098,Month-to-month,99.15,64,0,Fiber optic,6171.2
telco_4099,4099,Month-to-month,20.2,1,1,No,20.2
telco_4100,4100,Month-to-month,29.45,6,0,DSL,161.45
telco_4101,4101,Two year,19.8,50,0,No,1013.2
telco_4102,4102,Month-to-month,59.15,6,0,DSL,336.7
telco_4103,4103,Month-to-month,44.75,7,0,DSL,333.65
telco_4104,4104,Two year,90.8,72,0,Fiber optic,6511.8
telco_4105,4105,Month-to-month,49.55,8,0,DSL,393.45
telco_4106,4106,Two year,106.7,67,0,Fiber optic,7009.5
telco_4107,4107,Month-to-month,93.55,24,1,Fiber optic,2264.05
telco_4108,4108,Two year,94.45,72,0,Fiber optic,6921.7
telco_4109,4109,One year,19.45,33,0,No,600.25
telco_4110,4110,Month-to-month,25.05,2,1,DSL,56.35
telco_4111,4111,Two year,67.95,70,0,DSL,4664.15
telco_4112,4112,One year,65.25,22,0,DSL,1441.8
telco_4113,4113,Month-to-month,99.45,59,0,Fiber optic,5623.7
telco_4114,4114,One year,20.35,36,0,No,695.85
telco_4115,4115,Two year,19.95,51,0,No,1028.75
telco_4116,4116,One year,77.4,53,0,DSL,4155.95
telco_4117,4117,One year,19.7,20,0,No,395.6
telco_4118,4118,Two year,99.7,63,0,Fiber optic,6330.4
telco_4119,4119,Month-to-month,74.8,40,0,Fiber optic,2971.7
telco_4120,4120,One year,19.15,35,0,No,638.0
telco_4121,4121,One year,78.95,26,0,Fiber optic,2034.25
telco_4122,4122,Month-to-month,95.55,27,1,Fiber optic,2510.2
telco_4123,4123,One year,62.85,53,0,DSL,3419.5
telco_4124,4124,Month-to-month,71.55,34,0,Fiber optic,2427.35
telco_4125,4125,Month-to-month,94.95,19,0,Fiber optic,1760.25
telco_4126,4126,Month-to-month,86.1,43,0,Fiber optic,3551.65
telco_4127,4127,Month-to-month,19.55,6,0,No,122.9
telco_4128,4128,Two year,24.8,56,0,No,1424.2
telco_4129,4129,Month-to-month,39.3,57,1,DSL,2111.45
telco_4130,4130,Month-to-month,84.05,34,0,Fiber optic,2909.95
telco_4131,4131,Month-to-month,36.25,10,0,DSL,374.0
telco_4132,4132,Month-to-month,20.25,1,1,No,20.25
telco_4133,4133,Month-to-month,23.9,13,1,DSL,300.8
telco_4134,4134,Month-to-month,98.6,56,0,Fiber optic,5581.05
telco_4135,4135,Month-to-month,103.65,55,0,Fiber optic,5676.65
telco_4136,4136,Two year,92.9,36,0,DSL,3379.25
telco_4137,4137,One year,19.9,47,0,No,942.95
telco_4138,4138,Month-to-month,20.1,12,0,No,232.4
telco_4139,4139,Month-to-month,85.45,1,1,Fiber optic,85.45
telco_4140,4140,Month-to-month,80.5,24,0,Fiber optic,2088.45
telco_4141,4141,One year,99.9,63,1,Fiber optic,6137.0
telco_4142,4142,Month-to-month,39.85,35,0,DSL,1434.6
telco_4143,4143,One year,60.5,67,0,DSL,3870.0
telco_4144,4144,Month-to-month,84.8,25,1,Fiber optic,2043.45
telco_4145,4145,Month-to-month,103.85,21,0,Fiber optic,2215.0
telco_4146,4146,Month-to-month,67.8,13,0,DSL,842.25
telco_4147,4147,Month-to-month,75.2,35,1,Fiber optic,2576.2
telco_4148,4148,Two year,24.85,71,0,No,1901.0
telco_4149,4149,Month-to-month,19.35,29,0,No,601.6
telco_4150,4150,Two year,49.35,71,1,DSL,3515.25
telco_4151,4151,Month-to-month,89.0,7,0,Fiber optic,605.45
telco_4152,4152,Month-to-month,55.0,57,0,DSL,3094.05
telco_4153,4153,Two year,76.15,65,0,DSL,4929.55
telco_4154,4154,One year,20.3,27,0,No,595.05
telco_4155,4155,Month-to-month,74.9,6,1,Fiber optic,469.8
telco_4156,4156,Two year,117.35,72,0,Fiber optic,8436.25
telco_4157,4157,Month-to-month,19.75,1,0,No,19.75
telco_4158,4158,Month-to-month,45.2,11,0,DSL,492.0
telco_4159,4159,Two year,25.2,39,0,No,987.95
telco_4160,4160,Month-to-month,89.75,59,0,Fiber optic,5496.9
telco_4161,4161,One year,75.0,26,0,DSL,1908.35
telco_4162,4162,Month-to-month,49.95,2,0,DSL,107.1
telco_4163,4163,Two year,65.7,72,0,DSL,4575.35
telco_4164,4164,One year,67.05,65,0,DSL,4309.55
telco_4165,4165,Two year,110.9,72,0,Fiber optic,7922.75
telco_4166,4166,Month-to-month,87.95,6,0,Fiber optic,522.35
telco_4167,4167,One year,19.8,32,0,No,587.7
telco_4168,4168,One year,75.7,50,0,DSL,3876.2
telco_4169,4169,Two year,62.15,61,0,DSL,3778.85
telco_4170,4170,Month-to-month,101.25,15,1,Fiber optic,1457.25
telco_4171,4171,Two year,115.15,72,0,Fiber optic,8349.45
telco_4172,4172,Month-to-month,18.95,9,1,No,185.6
telco_4173,4173,Month-to-month,19.5,1,0,No,19.5
telco_4174,4174,Month-to-month,86.55,12,0,Fiber optic,1066.9
telco_4175,4175,Month-to-month,28.6,37,1,DSL,973.55
telco_4176,4176,One year,20.4,61,0,No,1226.45
telco_4177,4177,One year,19.8,18,0,No,342.3
telco_4178,4178,Month-to-month,45.65,21,0,DSL,985.05
telco_4179,4179,Two year,56.4,68,0,DSL,3948.45
telco_4180,4180,Month-to-month,73.3,12,0,Fiber optic,828.05
telco_4181,4181,Month-to-month,24.35,2,1,DSL,41.85
telco_4182,4182,Month-to-month,101.35,62,0,Fiber optic,6164.7
telco_4183,4183,Month-to-month,98.65,29,1,Fiber optic,2862.75
telco_4184,4184,Month-to-month,33.6,1,0,DSL,33.6
telco_4185,4185,Month-to-month,79.9,5,1,Fiber optic,343.95
telco_4186,4186,Month-to-month,20.7,1,0,No,20.7
telco_4187,4187,Two year,104.05,62,0,Fiber optic,6590.5
telco_4188,4188,Two year,20.25,36,0,No,717.95
telco_4189,4189,Month-to-month,103.3,28,1,Fiber optic,2890.65
telco_4190,4190,One year,73.7,69,0,DSL,4885.85
telco_4191,4191,Month-to-month,96.2,11,1,Fiber optic,1222.05
telco_4192,4192,Month-to-month,108.75,63,0,Fiber optic,6871.7
telco_4193,4193,One year,20.15,23,0,No,405.6
telco_4194,4194,Month-to-month,19.75,10,0,No,208.25
telco_4195,4195,Two year,25.95,71,0,No,1801.9
telco_4196,4196,Month-to-month,70.05,45,0,DSL,3062.45
telco_4197,4197,Two year,24.05,70,0,No,1764.75
telco_4198,4198,Month-to-month,84.75,22,0,Fiber optic,1816.75
telco_4199,4199,Two year,23.05,52,0,No,1255.1
telco_4200,4200,One year,104.15,55,1,Fiber optic,5743.05
telco_4201,4201,Two year,59.95,65,0,DSL,3921.1
telco_4202,4202,Two year,19.55,72,0,No,1463.45
telco_4203,4203,One year,19.6,10,0,No,189.45
telco_4204,4204,One year,20.05,7,0,No,96.8
telco_4205,4205,Month-to-month,85.55,5,0,Fiber optic,408.5
telco_4206,4206,Two year,78.6,24,0,DSL,1846.65
telco_4207,4207,Two year,116.8,72,0,Fiber optic,8456.75
telco_4208,4208,Month-to-month,43.55,21,0,DSL,1011.5
telco_4209,4209,One year,60.8,69,0,DSL,4263.4
telco_4210,4210,Month-to-month,54.9,44,0,DSL,2549.1
telco_4211,4211,One year,65.2,61,0,DSL,3965.05
telco_4212,4212,Month-to-month,102.95,24,1,Fiber optic,2496.7
telco_4213,4213,Month-to-month,90.6,1,1,Fiber optic,90.6
telco_4214,4214,Month-to-month,50.8,6,1,DSL,288.05
telco_4215,4215,Month-to-month,90.05,4,1,Fiber optic,368.1
telco_4216,4216,Two year,108.2,72,0,Fiber optic,7840.6
telco_4217,4217,Two year,92.0,72,0,DSL,6632.75
telco_4218,4218,Month-to-month,75.1,14,0,Fiber optic,1013.35
telco_4219,4219,Month-to-month,25.05,7,0,No,152.95
telco_4220,4220,One year,75.15,48,0,Fiber optic,3772.65
telco_4221,4221,One year,19.5,55,0,No,1026.35
telco_4222,4222,Month-to-month,19.3,1,0,No,19.3
telco_4223,4223,One year,112.2,45,0,Fiber optic,5031.85
telco_4224,4224,Month-to-month,70.3,3,0,Fiber optic,220.4
telco_4225,4225,Two year,19.6,71,0,No,1416.5
telco_4226,4226,Month-to-month,20.25,8,0,No,158.35
telco_4227,4227,Month-to-month,75.85,3,1,Fiber optic,256.6
telco_4228,4228,Two year,80.65,69,0,DSL,5542.55
telco_4229,4229,Month-to-month,68.5,1,1,Fiber optic,68.5
telco_4230,4230,Two year,115.75,72,0,Fiber optic,8443.7
telco_4231,4231,Month-to-month,73.5,11,1,Fiber optic,791.75
telco_4232,4232,Two year,80.6,71,0,DSL,5708.2
telco_4233,4233,Month-to-month,69.95,1,1,Fiber optic,69.95
telco_4234,4234,Two year,59.55,33,0,DSL,2016.3
telco_4235,4235,One year,19.05,16,0,No,326.65
telco_4236,4236,One year,95.65,56,0,Fiber optic,5471.75
telco_4237,4237,Month-to-month,19.95,1,0,No,19.95
telco_4238,4238,Month-to-month,70.05,5,1,DSL,346.4
telco_4239,4239,One year,19.4,57,0,No,1061.6
telco_4240,4240,One year,36.1,56,0,DSL,1971.5
telco_4241,4241,Month-to-month,94.0,8,1,Fiber optic,773.65
telco_4242,4242,Month-to-month,61.15,22,1,DSL,1422.05
telco_4243,4243,Month-to-month,19.75,1,0,No,19.75
telco_4244,4244,Month-to-month,64.1,40,0,DSL,2460.35
telco_4245,4245,Two year,19.75,46,0,No,856.5
telco_4246,4246,Two year,19.7,63,0,No,1275.85
telco_4247,4247,Two year,110.2,68,0,Fiber optic,7467.5
telco_4248,4248,Two year,106.35,69,0,Fiber optic,7261.75
telco_4249,4249,Month-to-month,90.55,56,0,Fiber optic,5116.6
telco_4250,4250,One year,65.9,10,0,DSL,660.05
telco_4251,4251,One year,104.5,63,0,Fiber optic,6590.8
telco_4252,4252,Two year,52.5,24,0,DSL,1208.15
telco_4253,4253,Month-to-month,56.1,19,0,DSL,1033.9
telco_4254,4254,Month-to-month,88.75,22,0,Fiber optic,1885.15
telco_4255,4255,Month-to-month,84.45,29,1,Fiber optic,2467.1
telco_4256,4256,One year,75.3,13,1,DSL,989.45
telco_4257,4257,Two year,26.0,70,0,No,2006.95
telco_4258,4258,Month-to-month,99.4,49,0,Fiber optic,5025.0
telco_4259,4259,One year,109.55,43,1,Fiber optic,4830.25
telco_4260,4260,Month-to-month,19.6,3,1,No,59.75
telco_4261,4261,One year,73.15,42,0,DSL,3088.25
telco_4262,4262,One year,54.65,57,0,DSL,3134.7
telco_4263,4263,Month-to-month,66.4,2,1,DSL,94.55
telco_4264,4264,Two year,115.55,72,0,Fiber optic,8312.4
telco_4265,4265,Month-to-month,104.45,46,0,Fiber optic,4863.85
telco_4266,4266,Month-to-month,100.05,66,1,Fiber optic,6871.9
telco_4267,4267,One year,102.0,62,1,Fiber optic,6529.25
telco_4268,4268,Two year,91.15,72,0,DSL,6637.9
telco_4269,4269,One year,89.7,35,0,Fiber optic,3165.6
telco_4270,4270,Month-to-month,90.2,17,1,Fiber optic,1454.15
telco_4271,4271,Two year,92.4,72,0,DSL,6786.1
telco_4272,4272,One year,19.9,28,0,No,543.0
telco_4273,4273,Two year,25.15,56,1,No,1327.15
telco_4274,4274,Month-to-month,79.85,31,1,Fiber optic,2404.15
telco_4275,4275,One year,18.85,45,0,No,867.3
telco_4276,4276,Month-to-month,25.75,1,0,No,25.75
telco_4277,4277,Month-to-month,49.6,2,1,DSL,114.7
telco_4278,4278,Month-to-month,20.95,6,0,No,109.5
telco_4279,4279,One year,97.05,48,0,Fiber optic,4692.95
telco_4280,4280,Month-to-month,25.4,25,0,No,546.85
telco_4281,4281,Two year,19.7,64,0,No,1274.05
telco_4282,4282,Month-to-month,35.0,50,0,DSL,1782.4
telco_4283,4283,One year,101.25,52,0,Fiber optic,5301.1
telco_4284,4284,Month-to-month,70.2,4,0,Fiber optic,280.35
telco_4285,4285,Month-to-month,90.95,32,0,Fiber optic,2897.95
telco_4286,4286,Two year,73.85,45,0,DSL,3371.0
telco_4287,4287,Month-to-month,88.05,9,0,Fiber optic,801.3
telco_4288,4288,One year,105.95,66,1,Fiber optic,6975.25
telco_4289,4289,Month-to-month,91.85,3,1,Fiber optic,257.05
telco_4290,4290,Two year,20.1,54,0,No,1079.45
telco_4291,4291,Month-to-month,40.1,1,1,DSL,40.1
telco_4292,4292,Two year,110.3,64,0,Fiber optic,6997.3
telco_4293,4293,Month-to-month,73.9,31,1,Fiber optic,2217.15
telco_4294,4294,Month-to-month,89.8,14,1,Fiber optic,1129.1
telco_4295,4295,One year,85.15,12,0,Fiber optic,979.05
telco_4296,4296,One year,60.95,67,0,DSL,4119.4
telco_4297,4297,Month-to-month,72.25,35,1,DSL,2568.55
telco_4298,4298,Two year,73.55,45,0,DSL,3349.1
telco_4299,4299,Month-to-month,46.0,10,0,DSL,492.1
telco_4300,4300,Month-to-month,58.55,29,0,DSL,1718.95
telco_4301,4301,One year,24.6,24,0,No,605.25
telco_4302,4302,Two year,19.75,66,0,No,1344.5
telco_4303,4303,One year,86.35,51,0,Fiber optic,4267.15
telco_4304,4304,Two year,25.5,45,0,No,1121.05
telco_4305,4305,One year,19.0,49,0,No,918.7
telco_4306,4306,Two year,19.55,29,0,No,521.8
telco_4307,4307,Month-to-month,110.1,40,0,Fiber optic,4469.1
telco_4308,4308,Month-to-month,96.55,37,1,Fiber optic,3580.3
telco_4309,4309,Month-to-month,69.75,25,0,Fiber optic,1729.35
telco_4310,4310,Month-to-month,50.6,22,0,DSL,1073.3
telco_4311,4311,Two year,65.6,72,0,DSL,4566.5
telco_4312,4312,Month-to-month,40.1,7,1,DSL,293.3
telco_4313,4313,Two year,82.1,33,0,DSL,2603.1
telco_4314,4314,Month-to-month,79.1,23,0,Fiber optic,1783.75
telco_4315,4315,Month-to-month,101.25,24,1,Fiber optic,2440.15
telco_4316,4316,Month-to-month,79.55,1,1,Fiber optic,79.55
telco_4317,4317,Two year,90.65,69,0,DSL,6322.1
telco_4318,4318,One year,20.55,3,0,No,57.4
telco_4319,4319,One year,75.75,56,0,DSL,4284.65
telco_4320,4320,One year,110.0,65,0,Fiber optic,7138.65
telco_4321,4321,One year,20.85,71,0,No,1539.75
telco_4322,4322,Month-to-month,80.35,14,0,Fiber optic,1058.1
telco_4323,4323,Month-to-month,70.15,2,0,Fiber optic,123.8
telco_4324,4324,One year,84.05,32,1,Fiber optic,2781.85
telco_4325,4325,Month-to-month,67.45,40,0,DSL,2731.0
telco_4326,4326,Month-to-month,20.75,1,0,No,20.75
telco_4327,4327,Month-to-month,89.1,1,1,Fiber optic,89.1
telco_4328,4328,Month-to-month,69.9,7,0,Fiber optic,497.3
telco_4329,4329,Month-to-month,51.1,15,0,DSL,711.15
telco_4330,4330,Month-to-month,94.4,17,1,Fiber optic,1607.2
telco_4331,4331,Month-to-month,78.25,19,1,Fiber optic,1490.95
telco_4332,4332,Two year,25.55,71,0,No,1898.1
telco_4333,4333,Two year,60.0,54,0,DSL,3273.95
telco_4334,4334,Month-to-month,90.55,31,0,Fiber optic,2929.75
telco_4335,4335,Month-to-month,76.4,11,0,Fiber optic,838.7
telco_4336,4336,Month-to-month,84.95,18,0,Fiber optic,1443.65
telco_4337,4337,Two year,110.1,72,0,Fiber optic,7746.7
telco_4338,4338,Month-to-month,99.65,71,0,Fiber optic,6951.15
telco_4339,4339,Month-to-month,45.4,5,0,DSL,214.75
telco_4340,4340,One year,69.0,38,0,DSL,2669.45
telco_4341,4341,Month-to-month,48.65,5,0,DSL,235.2
telco_4342,4342,Month-to-month,44.15,2,1,DSL,92.65
telco_4343,4343,Two year,59.85,52,0,DSL,3103.25
telco_4344,4344,Month-to-month,75.75,8,1,Fiber optic,606.25
telco_4345,4345,Two year,80.65,68,0,DSL,5330.2
telco_4346,4346,One year,20.55,69,0,No,1403.1
telco_4347,4347,Month-to-month,66.4,42,0,DSL,2727.8
telco_4348,4348,Two year,100.2,50,0,Fiber optic,5038.45
telco_4349,4349,Month-to-month,19.1,1,1,No,19.1
telco_4350,4350,Month-to-month,80.3,1,1,Fiber optic,80.3
telco_4351,4351,Month-to-month,44.55,33,0,DSL,1462.6
telco_4352,4352,Month-to-month,20.35,7,0,No,150.6
telco_4353,4353,Month-to-month,91.8,64,0,Fiber optic,5960.5
telco_4354,4354,Month-to-month,74.9,1,1,Fiber optic,74.9
telco_4355,4355,Two year,20.2,59,0,No,1192.3
telco_4356,4356,Month-to-month,50.35,6,0,DSL,314.55
telco_4357,4357,Month-to-month,18.8,3,0,No,56.0
telco_4358,4358,Month-to-month,20.45,15,0,No,330.8
telco_4359,4359,One year,64.75,13,0,DSL,877.35
telco_4360,4360,Month-to-month,98.7,23,0,Fiber optic,2249.1
telco_4361,4361,Month-to-month,89.45,31,0,Fiber optic,2807.65
telco_4362,4362,One year,58.75,29,0,DSL,1696.2
telco_4363,4363,One year,20.7,49,0,No,1032.05
telco_4364,4364,Month-to-month,85.6,56,0,Fiber optic,4902.8
telco_4365,4365,Two year,80.3,63,0,DSL,4995.35
telco_4366,4366,Two year,79.8,63,0,DSL,5034.05
telco_4367,4367,Month-to-month,79.85,24,0,Fiber optic,1857.75
telco_4368,4368,One year,54.1,36,0,DSL,1992.85
telco_4369,4369,Month-to-month,80.85,9,1,Fiber optic,751.65
telco_4370,4370,Month-to-month,24.75,3,1,DSL,66.95
telco_4371,4371,One year,80.9,21,0,DSL,1714.95
telco_4372,4372,One year,24.5,13,0,No,343.6
telco_4373,4373,Month-to-month,20.15,1,0,No,20.15
telco_4374,4374,One year,20.05,25,0,No,520.1
telco_4375,4375,Two year,19.6,71,0,No,1387.45
telco_4376,4376,One year,114.3,66,0,Fiber optic,7383.7
telco_4377,4377,One year,100.3,45,0,Fiber optic,4483.95
telco_4378,4378,Month-to-month,80.0,22,0,Fiber optic,1706.45
telco_4379,4379,One year,20.85,67,0,No,1327.4
telco_4380,4380,Two year,89.95,68,0,Fiber optic,5974.3
telco_4381,4381,Two year,20.0,0,0,No,0.0
telco_4382,4382,Month-to-month,90.85,49,1,Fiber optic,4515.85
telco_4383,4383,Month-to-month,48.75,4,0,DSL,179.85
telco_4384,4384,One year,80.0,63,0,DSL,5040.2
telco_4385,4385,Month-to-month,79.7,2,1,Fiber optic,165.0
telco_4386,4386,One year,20.35,21,0,No,422.7
telco_4387,4387,Two year,57.55,55,1,DSL,3046.4
telco_4388,4388,Month-to-month,20.25,1,0,No,20.25
telco_4389,4389,Two year,19.4,17,0,No,358.05
telco_4390,4390,Month-to-month,100.4,30,0,Fiber optic,2936.25
telco_4391,4391,Month-to-month,57.95,22,0,DSL,1271.8
telco_4392,4392,Month-to-month,59.5,9,0,DSL,530.05
telco_4393,4393,Month-to-month,19.2,1,0,No,19.2
telco_4394,4394,Month-to-month,86.5,21,1,Fiber optic,1808.7
telco_4395,4395,Month-to-month,59.55,19,0,DSL,1144.6
telco_4396,4396,Month-to-month,103.95,69,1,Fiber optic,7446.9
telco_4397,4397,Month-to-month,25.1,1,1,DSL,25.1
telco_4398,4398,Two year,103.95,72,0,Fiber optic,7556.9
telco_4399,4399,Two year,68.95,70,0,DSL,4858.7
telco_4400,4400,Month-to-month,103.1,66,0,Fiber optic,6595.0
telco_4401,4401,Month-to-month,24.7,7,0,DSL,149.05
telco_4402,4402,Month-to-month,110.2,46,0,Fiber optic,4972.1
telco_4403,4403,Month-to-month,48.95,39,1,DSL,1880.85
telco_4404,4404,Month-to-month,62.45,32,0,DSL,2045.55
telco_4405,4405,Month-to-month,89.55,24,0,Fiber optic,2187.15
telco_4406,4406,Month-to-month,83.55,6,1,Fiber optic,477.55
telco_4407,4407,Month-to-month,78.9,37,0,DSL,2976.95
telco_4408,4408,Month-to-month,20.35,8,0,No,178.7
telco_4409,4409,Two year,71.45,72,0,DSL,5025.85
telco_4410,4410,Two year,46.35,71,0,DSL,3353.4
telco_4411,4411,Month-to-month,94.65,16,0,Fiber optic,1461.15
telco_4412,4412,Month-to-month,49.9,57,0,DSL,2782.4
telco_4413,4413,One year,25.45,66,0,No,1699.15
telco_4414,4414,Month-to-month,89.15,17,1,Fiber optic,1496.9
telco_4415,4415,Month-to-month,20.75,21,0,No,452.2
telco_4416,4416,Two year,66.1,66,0,DSL,4428.45
telco_4417,4417,Month-to-month,75.4,17,0,DSL,1322.55
telco_4418,4418,Month-to-month,70.45,1,1,Fiber optic,70.45
telco_4419,4419,One year,60.3,58,1,DSL,3563.8
telco_4420,4420,Month-to-month,21.05,8,0,No,139.75
