user_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,monthly_charges,total_charges,churn,contract,payment_method
4130,Male,0,Yes,Yes,34,Yes,Fiber optic,84.05,2909.95,0,Month-to-month,Mailed check
4131,Female,0,No,No,10,No,DSL,36.25,374.0,0,Month-to-month,Electronic check
4132,Female,0,No,No,1,Yes,No,20.25,20.25,1,Month-to-month,Mailed check
4133,Female,0,No,No,13,No,DSL,23.9,300.8,1,Month-to-month,Electronic check
4134,Male,0,No,No,56,Yes,Fiber optic,98.6,5581.05,0,Month-to-month,Electronic check
4135,Female,0,Yes,No,55,Yes,Fiber optic,103.65,5676.65,0,Month-to-month,Credit card (automatic)
4136,Female,0,Yes,Yes,36,Yes,DSL,92.9,3379.25,0,Two year,Credit card (automatic)
4137,Male,0,Yes,No,47,Yes,No,19.9,942.95,0,One year,Bank transfer (automatic)
4138,Female,0,Yes,Yes,12,Yes,No,20.1,232.4,0,Month-to-month,Credit card (automatic)
4139,Female,0,No,No,1,Yes,Fiber optic,85.45,85.45,1,Month-to-month,Electronic check
4140,Male,1,No,No,24,Yes,Fiber optic,80.5,2088.45,0,Month-to-month,Electronic check
4141,Female,0,No,No,63,Yes,Fiber optic,99.9,6137.0,1,One year,Bank transfer (automatic)
4142,Female,1,No,No,35,No,DSL,39.85,1434.6,0,Month-to-month,Electronic check
4143,Female,0,No,No,67,Yes,DSL,60.5,3870.0,0,One year,Credit card (automatic)
4144,Male,0,No,No,25,Yes,Fiber optic,84.8,2043.45,1,Month-to-month,Electronic check
4145,Male,0,No,No,21,Yes,Fiber optic,103.85,2215.0,0,Month-to-month,Mailed check
4146,Female,0,No,No,13,Yes,DSL,67.8,842.25,0,Month-to-month,Bank transfer (automatic)
4147,Male,0,Yes,No,35,Yes,Fiber optic,75.2,2576.2,1,Month-to-month,Electronic check
4148,Male,1,Yes,No,71,Yes,No,24.85,1901.0,0,Two year,Bank transfer (automatic)
4149,Female,0,No,No,29,Yes,No,19.35,601.6,0,Month-to-month,Credit card (automatic)
4150,Male,0,Yes,No,71,No,DSL,49.35,3515.25,1,Two year,Electronic check
4151,Male,1,Yes,No,7,Yes,Fiber optic,89.0,605.45,0,Month-to-month,Electronic check
4152,Female,1,No,No,57,No,DSL,55.0,3094.05,0,Month-to-month,Electronic check
4153,Male,0,Yes,No,65,Yes,DSL,76.15,4929.55,0,Two year,Bank transfer (automatic)
4154,Male,0,No,No,27,Yes,No,20.3,595.05,0,One year,Mailed check
4155,Male,0,No,No,6,Yes,Fiber optic,74.9,469.8,1,Month-to-month,Electronic check
4156,Female,1,No,No,72,Yes,Fiber optic,117.35,8436.25,0,Two year,Credit card (automatic)
4157,Male,0,No,No,1,Yes,No,19.75,19.75,0,Month-to-month,Mailed check
4158,Male,0,No,No,11,Yes,DSL,45.2,492.0,0,Month-to-month,Credit card (automatic)
4159,Male,0,Yes,Yes,39,Yes,No,25.2,987.95,0,Two year,Mailed check
4160,Female,1,No,No,59,Yes,Fiber optic,89.75,5496.9,0,Month-to-month,Electronic check
4161,Male,0,No,No,26,Yes,DSL,75.0,1908.35,0,One year,Bank transfer (automatic)
4162,Male,1,No,No,2,Yes,DSL,49.95,107.1,0,Month-to-month,Mailed check
4163,Female,0,Yes,Yes,72,No,DSL,65.7,4575.35,0,Two year,Bank transfer (automatic)
4164,Male,0,Yes,No,65,Yes,DSL,67.05,4309.55,0,One year,Credit card (automatic)
4165,Male,0,Yes,Yes,72,Yes,Fiber optic,110.9,7922.75,0,Two year,Credit card (automatic)
4166,Male,0,No,No,6,Yes,Fiber optic,87.95,522.35,0,Month-to-month,Bank transfer (automatic)
4167,Male,1,No,No,32,Yes,No,19.8,587.7,0,One year,Credit card (automatic)
4168,Female,0,Yes,No,50,Yes,DSL,75.7,3876.2,0,One year,Bank transfer (automatic)
4169,Male,0,Yes,No,61,No,DSL,62.15,3778.85,0,Two year,Mailed check
4170,Female,0,No,No,15,Yes,Fiber optic,101.25,1457.25,1,Month-to-month,Electronic check
4171,Male,0,Yes,No,72,Yes,Fiber optic,115.15,8349.45,0,Two year,Bank transfer (automatic)
4172,Male,0,No,No,9,Yes,No,18.95,185.6,1,Month-to-month,Mailed check
4173,Female,0,No,No,1,Yes,No,19.5,19.5,0,Month-to-month,Mailed check
4174,Female,0,No,No,12,Yes,Fiber optic,86.55,1066.9,0,Month-to-month,Electronic check
4175,Female,0,No,No,37,No,DSL,28.6,973.55,1,Month-to-month,Credit card (automatic)
4176,Male,0,Yes,Yes,61,Yes,No,20.4,1226.45,0,One year,Mailed check
4177,Male,0,Yes,Yes,18,Yes,No,19.8,342.3,0,One year,Bank transfer (automatic)
4178,Male,0,No,Yes,21,Yes,DSL,45.65,985.05,0,Month-to-month,Mailed check
4179,Male,0,Yes,Yes,68,No,DSL,56.4,3948.45,0,Two year,Mailed check
4180,Male,1,No,No,12,Yes,Fiber optic,73.3,828.05,0,Month-to-month,Credit card (automatic)
4181,Female,1,No,No,2,No,DSL,24.35,41.85,1,Month-to-month,Electronic check
4182,Female,0,Yes,No,62,Yes,Fiber optic,101.35,6164.7,0,Month-to-month,Electronic check
4183,Female,1,No,No,29,Yes,Fiber optic,98.65,2862.75,1,Month-to-month,Electronic check
4184,Male,0,No,Yes,1,No,DSL,33.6,33.6,0,Month-to-month,Mailed check
4185,Male,1,Yes,No,5,Yes,Fiber optic,79.9,343.95,1,Month-to-month,Bank transfer (automatic)
4186,Female,0,No,No,1,Yes,No,20.7,20.7,0,Month-to-month,Electronic check
4187,Male,0,No,Yes,62,Yes,Fiber optic,104.05,6590.5,0,Two year,Electronic check
4188,Female,0,Yes,Yes,36,Yes,No,20.25,717.95,0,Two year,Bank transfer (automatic)
4189,Female,1,No,No,28,Yes,Fiber optic,103.3,2890.65,1,Month-to-month,Electronic check
4190,Female,0,Yes,Yes,69,Yes,DSL,73.7,4885.85,0,One year,Credit card (automatic)
4191,Female,0,Yes,No,11,Yes,Fiber optic,96.2,1222.05,1,Month-to-month,Credit card (automatic)
4192,Female,0,Yes,No,63,Yes,Fiber optic,108.75,6871.7,0,Month-to-month,Electronic check
4193,Male,0,No,No,23,Yes,No,20.15,405.6,0,One year,Bank transfer (automatic)
4194,Male,0,No,No,10,Yes,No,19.75,208.25,0,Month-to-month,Credit card (automatic)
4195,Female,0,Yes,No,71,Yes,No,25.95,1801.9,0,Two year,Credit card (automatic)
4196,Female,1,No,No,45,Yes,DSL,70.05,3062.45,0,Month-to-month,Electronic check
4197,Female,0,Yes,Yes,70,Yes,No,24.05,1764.75,0,Two year,Mailed check
4198,Female,0,No,Yes,22,Yes,Fiber optic,84.75,1816.75,0,Month-to-month,Electronic check
4199,Female,0,Yes,Yes,52,Yes,No,23.05,1255.1,0,Two year,Mailed check
4200,Male,0,Yes,No,55,Yes,Fiber optic,104.15,5743.05,1,One year,Electronic check
4201,Female,0,No,No,65,No,DSL,59.95,3921.1,0,Two year,Credit card (automatic)
4202,Female,0,Yes,Yes,72,Yes,No,19.55,1463.45,0,Two year,Bank transfer (automatic)
4203,Male,0,Yes,No,10,Yes,No,19.6,189.45,0,One year,Bank transfer (automatic)
4204,Female,0,No,Yes,7,Yes,No,20.05,96.8,0,One year,Mailed check
4205,Male,1,No,No,5,Yes,Fiber optic,85.55,408.5,0,Month-to-month,Electronic check
4206,Female,0,Yes,Yes,24,Yes,DSL,78.6,1846.65,0,Two year,Credit card (automatic)
4207,Female,0,Yes,Yes,72,Yes,Fiber optic,116.8,8456.75,0,Two year,Credit card (automatic)
4208,Male,0,No,No,21,No,DSL,43.55,1011.5,0,Month-to-month,Mailed check
4209,Male,0,Yes,No,69,No,DSL,60.8,4263.4,0,One year,Credit card (automatic)
4210,Male,0,Yes,Yes,44,Yes,DSL,54.9,2549.1,0,Month-to-month,Bank transfer (automatic)
4211,Female,1,Yes,Yes,61,Yes,DSL,65.2,3965.05,0,One year,Electronic check
4212,Male,1,No,No,24,Yes,Fiber optic,102.95,2496.7,1,Month-to-month,Credit card (automatic)
4213,Female,0,No,No,1,Yes,Fiber optic,90.6,90.6,1,Month-to-month,Electronic check
4214,Female,0,No,No,6,Yes,DSL,50.8,288.05,1,Month-to-month,Bank transfer (automatic)
4215,Male,0,No,No,4,Yes,Fiber optic,90.05,368.1,1,Month-to-month,Electronic check
4216,Male,0,Yes,No,72,Yes,Fiber optic,108.2,7840.6,0,Two year,Electronic check
4217,Male,0,No,No,72,Yes,DSL,92.0,6632.75,0,Two year,Bank transfer (automatic)
4218,Male,1,Yes,No,14,Yes,Fiber optic,75.1,1013.35,0,Month-to-month,Electronic check
4219,Male,0,No,No,7,Yes,No,25.05,152.95,0,Month-to-month,Bank transfer (automatic)
4220,Female,0,No,No,48,Yes,Fiber optic,75.15,3772.65,0,One year,Electronic check
4221,Male,0,Yes,Yes,55,Yes,No,19.5,1026.35,0,One year,Mailed check
4222,Male,0,No,No,1,Yes,No,19.3,19.3,0,Month-to-month,Credit card (automatic)
4223,Male,0,No,No,45,Yes,Fiber optic,112.2,5031.85,0,One year,Credit card (automatic)
4224,Male,0,No,No,3,Yes,Fiber optic,70.3,220.4,0,Month-to-month,Mailed check
4225,Female,0,Yes,No,71,Yes,No,19.6,1416.5,0,Two year,Mailed check
4226,Male,0,Yes,No,8,Yes,No,20.25,158.35,0,Month-to-month,Mailed check
4227,Female,0,Yes,No,3,Yes,Fiber optic,75.85,256.6,1,Month-to-month,Electronic check
4228,Male,0,Yes,Yes,69,Yes,DSL,80.65,5542.55,0,Two year,Bank transfer (automatic)
4229,Male,0,Yes,Yes,1,Yes,Fiber optic,68.5,68.5,1,Month-to-month,Electronic check
4230,Female,1,Yes,No,72,Yes,Fiber optic,115.75,8443.7,0,Two year,Credit card (automatic)
4231,Male,0,No,No,11,Yes,Fiber optic,73.5,791.75,1,Month-to-month,Electronic check
4232,Male,0,No,No,71,Yes,DSL,80.6,5708.2,0,Two year,Bank transfer (automatic)
4233,Female,0,No,No,1,Yes,Fiber optic,69.95,69.95,1,Month-to-month,Mailed check
4234,Female,0,Yes,No,33,No,DSL,59.55,2016.3,0,Two year,Bank transfer (automatic)
4235,Female,0,No,No,16,Yes,No,19.05,326.65,0,One year,Mailed check
4236,Female,1,Yes,No,56,Yes,Fiber optic,95.65,5471.75,0,One year,Electronic check
4237,Female,0,No,No,1,Yes,No,19.95,19.95,0,Month-to-month,Credit card (automatic)
4238,Male,0,No,No,5,Yes,DSL,70.05,346.4,1,Month-to-month,Electronic check
4239,Male,0,Yes,Yes,57,Yes,No,19.4,1061.6,0,One year,Mailed check
4240,Male,0,Yes,Yes,56,No,DSL,36.1,1971.5,0,One year,Credit card (automatic)
4241,Male,0,No,No,8,Yes,Fiber optic,94.0,773.65,1,Month-to-month,Electronic check
4242,Female,0,Yes,Yes,22,Yes,DSL,61.15,1422.05,1,Month-to-month,Mailed check
4243,Female,0,No,No,1,Yes,No,19.75,19.75,0,Month-to-month,Mailed check
4244,Female,0,No,Yes,40,Yes,DSL,64.1,2460.35,0,Month-to-month,Credit card (automatic)
4245,Male,0,Yes,Yes,46,Yes,No,19.75,856.5,0,Two year,Credit card (automatic)
4246,Male,0,Yes,Yes,63,Yes,No,19.7,1275.85,0,Two year,Mailed check
4247,Male,0,Yes,Yes,68,Yes,Fiber optic,110.2,7467.5,0,Two year,Electronic check
4248,Male,0,Yes,Yes,69,Yes,Fiber optic,106.35,7261.75,0,Two year,Credit card (automatic)
4249,Female,0,Yes,No,56,Yes,Fiber optic,90.55,5116.6,0,Month-to-month,Electronic check
4250,Female,0,Yes,Yes,10,Yes,DSL,65.9,660.05,0,One year,Mailed check
4251,Male,0,No,No,63,Yes,Fiber optic,104.5,6590.8,0,One year,Credit card (automatic)
4252,Female,0,Yes,Yes,24,No,DSL,52.5,1208.15,0,Two year,Mailed check
4253,Female,0,No,No,19,Yes,DSL,56.1,1033.9,0,Month-to-month,Mailed check
4254,Male,0,Yes,Yes,22,Yes,Fiber optic,88.75,1885.15,0,Month-to-month,Electronic check
4255,Male,0,Yes,No,29,Yes,Fiber optic,84.45,2467.1,1,Month-to-month,Electronic check
4256,Male,0,Yes,No,13,Yes,DSL,75.3,989.45,1,One year,Mailed check
4257,Female,0,Yes,No,70,Yes,No,26.0,2006.95,0,Two year,Bank transfer (automatic)
4258,Female,0,Yes,No,49,Yes,Fiber optic,99.4,5025.0,0,Month-to-month,Electronic check
4259,Female,1,Yes,No,43,Yes,Fiber optic,109.55,4830.25,1,One year,Mailed check
4260,Female,0,No,No,3,Yes,No,19.6,59.75,1,Month-to-month,Mailed check
4261,Male,0,Yes,Yes,42,Yes,DSL,73.15,3088.25,0,One year,Electronic check
4262,Male,0,No,No,57,Yes,DSL,54.65,3134.7,0,One year,Mailed check
4263,Male,1,No,No,2,Yes,DSL,66.4,94.55,1,Month-to-month,Bank transfer (automatic)
4264,Female,0,Yes,No,72,Yes,Fiber optic,115.55,8312.4,0,Two year,Credit card (automatic)
4265,Female,1,No,No,46,Yes,Fiber optic,104.45,4863.85,0,Month-to-month,Electronic check
4266,Male,1,Yes,No,66,Yes,Fiber optic,100.05,6871.9,1,Month-to-month,Credit card (automatic)
4267,Male,0,No,No,62,Yes,Fiber optic,102.0,6529.25,1,One year,Electronic check
4268,Female,0,Yes,No,72,Yes,DSL,91.15,6637.9,0,Two year,Bank transfer (automatic)
4269,Male,0,Yes,Yes,35,Yes,Fiber optic,89.7,3165.6,0,One year,Electronic check
4270,Male,0,Yes,No,17,Yes,Fiber optic,90.2,1454.15,1,Month-to-month,Credit card (automatic)
4271,Female,0,Yes,No,72,Yes,DSL,92.4,6786.1,0,Two year,Electronic check
4272,Female,0,Yes,Yes,28,Yes,No,19.9,543.0,0,One year,Mailed check
4273,Male,0,Yes,No,56,Yes,No,25.15,1327.15,1,Two year,Credit card (automatic)
4274,Female,0,No,No,31,Yes,Fiber optic,79.85,2404.15,1,Month-to-month,Credit card (automatic)
4275,Male,0,No,No,45,Yes,No,18.85,867.3,0,One year,Bank transfer (automatic)
4276,Female,0,No,No,1,Yes,No,25.75,25.75,0,Month-to-month,Mailed check
4277,Female,0,No,No,2,Yes,DSL,49.6,114.7,1,Month-to-month,Mailed check
4278,Female,0,No,No,6,Yes,No,20.95,109.5,0,Month-to-month,Mailed check
4279,Female,0,Yes,No,48,Yes,Fiber optic,97.05,4692.95,0,One year,Electronic check
4280,Male,0,Yes,Yes,25,Yes,No,25.4,546.85,0,Month-to-month,Bank transfer (automatic)
4281,Male,0,Yes,Yes,64,Yes,No,19.7,1274.05,0,Two year,Bank transfer (automatic)
4282,Male,0,No,No,50,No,DSL,35.0,1782.4,0,Month-to-month,Mailed check
4283,Female,0,Yes,Yes,52,Yes,Fiber optic,101.25,5301.1,0,One year,Bank transfer (automatic)
4284,Male,1,Yes,No,4,Yes,Fiber optic,70.2,280.35,0,Month-to-month,Electronic check
4285,Female,1,No,No,32,Yes,Fiber optic,90.95,2897.95,0,Month-to-month,Electronic check
4286,Male,0,Yes,Yes,45,Yes,DSL,73.85,3371.0,0,Two year,Credit card (automatic)
4287,Male,0,Yes,No,9,Yes,Fiber optic,88.05,801.3,0,Month-to-month,Electronic check
4288,Female,1,Yes,No,66,Yes,Fiber optic,105.95,6975.25,1,One year,Credit card (automatic)
4289,Male,0,No,Yes,3,Yes,Fiber optic,91.85,257.05,1,Month-to-month,Electronic check
4290,Female,0,No,No,54,Yes,No,20.1,1079.45,0,Two year,Mailed check
4291,Female,0,Yes,Yes,1,No,DSL,40.1,40.1,1,Month-to-month,Electronic check
4292,Female,0,Yes,Yes,64,Yes,Fiber optic,110.3,6997.3,0,Two year,Bank transfer (automatic)
4293,Female,1,No,No,31,Yes,Fiber optic,73.9,2217.15,1,Month-to-month,Electronic check
4294,Female,0,No,No,14,Yes,Fiber optic,89.8,1129.1,1,Month-to-month,Mailed check
4295,Female,0,No,No,12,Yes,Fiber optic,85.15,979.05,0,One year,Credit card (automatic)
4296,Male,1,Yes,No,67,Yes,DSL,60.95,4119.4,0,One year,Bank transfer (automatic)
4297,Female,0,Yes,Yes,35,Yes,DSL,72.25,2568.55,1,Month-to-month,Electronic check
4298,Female,0,No,No,45,Yes,DSL,73.55,3349.1,0,Two year,Mailed check
4299,Male,0,No,No,10,Yes,DSL,46.0,492.1,0,Month-to-month,Mailed check
4300,Female,1,No,No,29,Yes,DSL,58.55,1718.95,0,Month-to-month,Bank transfer (automatic)
4301,Female,0,No,No,24,Yes,No,24.6,605.25,0,One year,Bank transfer (automatic)
4302,Male,0,Yes,Yes,66,Yes,No,19.75,1344.5,0,Two year,Mailed check
4303,Male,0,No,No,51,Yes,Fiber optic,86.35,4267.15,0,One year,Mailed check
4304,Female,0,Yes,No,45,Yes,No,25.5,1121.05,0,Two year,Mailed check
4305,Female,0,Yes,No,49,Yes,No,19.0,918.7,0,One year,Credit card (automatic)
4306,Female,0,Yes,No,29,Yes,No,19.55,521.8,0,Two year,Mailed check
4307,Male,0,Yes,Yes,40,Yes,Fiber optic,110.1,4469.1,0,Month-to-month,Credit card (automatic)
4308,Female,1,No,No,37,Yes,Fiber optic,96.55,3580.3,1,Month-to-month,Electronic check
4309,Male,0,No,No,25,Yes,Fiber optic,69.75,1729.35,0,Month-to-month,Electronic check
4310,Female,0,No,No,22,No,DSL,50.6,1073.3,0,Month-to-month,Electronic check
4311,Male,0,No,No,72,No,DSL,65.6,4566.5,0,Two year,Bank transfer (automatic)
4312,Female,0,No,No,7,No,DSL,40.1,293.3,1,Month-to-month,Credit card (automatic)
4313,Male,0,Yes,Yes,33,Yes,DSL,82.1,2603.1,0,Two year,Credit card (automatic)
4314,Female,0,No,No,23,Yes,Fiber optic,79.1,1783.75,0,Month-to-month,Mailed check
4315,Male,1,No,No,24,Yes,Fiber optic,101.25,2440.15,1,Month-to-month,Electronic check
4316,Female,0,No,No,1,Yes,Fiber optic,79.55,79.55,1,Month-to-month,Electronic check
4317,Male,0,No,No,69,Yes,DSL,90.65,6322.1,0,Two year,Mailed check
4318,Female,0,No,Yes,3,Yes,No,20.55,57.4,0,One year,Credit card (automatic)
4319,Male,0,No,No,56,Yes,DSL,75.75,4284.65,0,One year,Bank transfer (automatic)
4320,Male,0,No,No,65,Yes,Fiber optic,110.0,7138.65,0,One year,Credit card (automatic)
4321,Male,0,Yes,No,71,Yes,No,20.85,1539.75,0,One year,Electronic check
4322,Female,1,No,No,14,Yes,Fiber optic,80.35,1058.1,0,Month-to-month,Bank transfer (automatic)
4323,Female,0,No,No,2,Yes,Fiber optic,70.15,123.8,0,Month-to-month,Electronic check
4324,Female,0,No,No,32,Yes,Fiber optic,84.05,2781.85,1,One year,Electronic check
4325,Male,0,No,No,40,Yes,DSL,67.45,2731.0,0,Month-to-month,Electronic check
4326,Male,0,No,No,1,Yes,No,20.75,20.75,0,Month-to-month,Credit card (automatic)
4327,Male,0,No,No,1,Yes,Fiber optic,89.1,89.1,1,Month-to-month,Electronic check
4328,Female,0,No,No,7,Yes,Fiber optic,69.9,497.3,0,Month-to-month,Mailed check
4329,Female,0,Yes,No,15,Yes,DSL,51.1,711.15,0,Month-to-month,Electronic check
4330,Female,0,Yes,Yes,17,Yes,Fiber optic,94.4,1607.2,1,Month-to-month,Electronic check
4331,Male,0,No,No,19,Yes,Fiber optic,78.25,1490.95,1,Month-to-month,Electronic check
4332,Male,0,No,No,71,Yes,No,25.55,1898.1,0,Two year,Bank transfer (automatic)
4333,Female,0,Yes,Yes,54,Yes,DSL,60.0,3273.95,0,Two year,Bank transfer (automatic)
4334,Male,0,Yes,No,31,Yes,Fiber optic,90.55,2929.75,0,Month-to-month,Credit card (automatic)
4335,Female,0,No,No,11,Yes,Fiber optic,76.4,838.7,0,Month-to-month,Electronic check
4336,Female,1,No,No,18,Yes,Fiber optic,84.95,1443.65,0,Month-to-month,Electronic check
4337,Female,1,No,No,72,Yes,Fiber optic,110.1,7746.7,0,Two year,Bank transfer (automatic)
4338,Female,1,No,No,71,Yes,Fiber optic,99.65,6951.15,0,Month-to-month,Credit card (automatic)
4339,Male,1,No,No,5,No,DSL,45.4,214.75,0,Month-to-month,Credit card (automatic)
4340,Male,0,Yes,No,38,Yes,DSL,69.0,2669.45,0,One year,Credit card (automatic)
4341,Male,0,No,Yes,5,Yes,DSL,48.65,235.2,0,Month-to-month,Bank transfer (automatic)
4342,Male,1,No,No,2,Yes,DSL,44.15,92.65,1,Month-to-month,Electronic check
4343,Female,1,No,No,52,Yes,DSL,59.85,3103.25,0,Two year,Bank transfer (automatic)
4344,Female,1,No,No,8,Yes,Fiber optic,75.75,606.25,1,Month-to-month,Electronic check
4345,Female,0,No,No,68,Yes,DSL,80.65,5330.2,0,Two year,Electronic check
4346,Male,0,Yes,Yes,69,Yes,No,20.55,1403.1,0,One year,Credit card (automatic)
4347,Female,0,Yes,No,42,Yes,DSL,66.4,2727.8,0,Month-to-month,Credit card (automatic)
4348,Female,0,No,No,50,Yes,Fiber optic,100.2,5038.45,0,Two year,Mailed check
4349,Female,0,No,No,1,Yes,No,19.1,19.1,1,Month-to-month,Mailed check
4350,Male,1,Yes,No,1,Yes,Fiber optic,80.3,80.3,1,Month-to-month,Electronic check
4351,Male,0,Yes,No,33,Yes,DSL,44.55,1462.6,0,Month-to-month,Credit card (automatic)
4352,Female,0,No,No,7,Yes,No,20.35,150.6,0,Month-to-month,Mailed check
4353,Male,0,Yes,Yes,64,Yes,Fiber optic,91.8,5960.5,0,Month-to-month,Electronic check
4354,Female,0,No,No,1,Yes,Fiber optic,74.9,74.9,1,Month-to-month,Electronic check
4355,Male,0,No,No,59,Yes,No,20.2,1192.3,0,Two year,Bank transfer (automatic)
4356,Female,0,Yes,No,6,Yes,DSL,50.35,314.55,0,Month-to-month,Electronic check
4357,Female,0,No,No,3,Yes,No,18.8,56.0,0,Month-to-month,Mailed check
4358,Female,0,Yes,No,15,Yes,No,20.45,330.8,0,Month-to-month,Credit card (automatic)
4359,Male,0,Yes,Yes,13,Yes,DSL,64.75,877.35,0,One year,Electronic check
4360,Female,0,No,No,23,Yes,Fiber optic,98.7,2249.1,0,Month-to-month,Credit card (automatic)
4361,Male,1,Yes,No,31,Yes,Fiber optic,89.45,2807.65,0,Month-to-month,Electronic check
4362,Male,0,No,No,29,Yes,DSL,58.75,1696.2,0,One year,Electronic check
4363,Female,0,Yes,No,49,Yes,No,20.7,1032.05,0,One year,Credit card (automatic)
4364,Female,0,Yes,No,56,Yes,Fiber optic,85.6,4902.8,0,Month-to-month,Bank transfer (automatic)
4365,Female,0,No,No,63,Yes,DSL,80.3,4995.35,0,Two year,Credit card (automatic)
4366,Male,0,Yes,No,63,Yes,DSL,79.8,5034.05,0,Two year,Credit card (automatic)
4367,Male,1,Yes,Yes,24,Yes,Fiber optic,79.85,1857.75,0,Month-to-month,Electronic check
4368,Male,1,Yes,No,36,Yes,DSL,54.1,1992.85,0,One year,Credit card (automatic)
4369,Female,1,No,No,9,Yes,Fiber optic,80.85,751.65,1,Month-to-month,Electronic check
4370,Male,0,No,No,3,No,DSL,24.75,66.95,1,Month-to-month,Electronic check
4371,Female,0,Yes,No,21,Yes,DSL,80.9,1714.95,0,One year,Mailed check
4372,Male,0,Yes,Yes,13,Yes,No,24.5,343.6,0,One year,Bank transfer (automatic)
4373,Male,0,Yes,Yes,1,Yes,No,20.15,20.15,0,Month-to-month,Bank transfer (automatic)
4374,Female,0,Yes,Yes,25,Yes,No,20.05,520.1,0,One year,Mailed check
4375,Male,0,Yes,Yes,71,Yes,No,19.6,1387.45,0,Two year,Bank transfer (automatic)
4376,Male,0,No,No,66,Yes,Fiber optic,114.3,7383.7,0,One year,Bank transfer (automatic)
4377,Female,0,No,No,45,Yes,Fiber optic,100.3,4483.95,0,One year,Electronic check
4378,Female,0,Yes,No,22,Yes,Fiber optic,80.0,1706.45,0,Month-to-month,Credit card (automatic)
4379,Female,0,Yes,No,67,Yes,No,20.85,1327.4,0,One year,Bank transfer (automatic)
4380,Female,0,Yes,No,68,Yes,Fiber optic,89.95,5974.3,0,Two year,Bank transfer (automatic)
4381,Female,0,Yes,Yes,0,Yes,No,20.0,0.0,0,Two year,Mailed check
4382,Female,1,No,No,49,Yes,Fiber optic,90.85,4515.85,1,Month-to-month,Credit card (automatic)
4383,Female,1,No,No,4,Yes,DSL,48.75,179.85,0,Month-to-month,Mailed check
4384,Male,0,Yes,No,63,Yes,DSL,80.0,5040.2,0,One year,Credit card (automatic)
4385,Female,0,Yes,No,2,Yes,Fiber optic,79.7,165.0,1,Month-to-month,Bank transfer (automatic)
4386,Male,0,No,No,21,Yes,No,20.35,422.7,0,One year,Mailed check
4387,Male,0,Yes,Yes,55,Yes,DSL,57.55,3046.4,1,Two year,Bank transfer (automatic)
4388,Male,0,No,Yes,1,Yes,No,20.25,20.25,0,Month-to-month,Mailed check
4389,Female,0,No,No,17,Yes,No,19.4,358.05,0,Two year,Mailed check
4390,Male,0,No,No,30,Yes,Fiber optic,100.4,2936.25,0,Month-to-month,Bank transfer (automatic)
4391,Male,0,Yes,Yes,22,Yes,DSL,57.95,1271.8,0,Month-to-month,Mailed check
4392,Female,0,No,No,9,Yes,DSL,59.5,530.05,0,Month-to-month,Bank transfer (automatic)
4393,Male,0,Yes,Yes,1,Yes,No,19.2,19.2,0,Month-to-month,Mailed check
4394,Female,0,Yes,No,21,Yes,Fiber optic,86.5,1808.7,1,Month-to-month,Electronic check
4395,Male,0,No,No,19,Yes,DSL,59.55,1144.6,0,Month-to-month,Electronic check
4396,Female,0,Yes,Yes,69,Yes,Fiber optic,103.95,7446.9,1,Month-to-month,Electronic check
4397,Male,1,No,No,1,No,DSL,25.1,25.1,1,Month-to-month,Electronic check
4398,Female,0,Yes,No,72,Yes,Fiber optic,103.95,7556.9,0,Two year,Bank transfer (automatic)
4399,Male,0,Yes,Yes,70,Yes,DSL,68.95,4858.7,0,Two year,Credit card (automatic)
4400,Female,0,No,No,66,Yes,Fiber optic,103.1,6595.0,0,Month-to-month,Bank transfer (automatic)
4401,Female,0,Yes,Yes,7,No,DSL,24.7,149.05,0,Month-to-month,Electronic check
4402,Female,1,Yes,Yes,46,Yes,Fiber optic,110.2,4972.1,0,Month-to-month,Electronic check
4403,Male,0,No,No,39,No,DSL,48.95,1880.85,1,Month-to-month,Credit card (automatic)
4404,Female,0,Yes,Yes,32,Yes,DSL,62.45,2045.55,0,Month-to-month,Bank transfer (automatic)
4405,Male,0,No,No,24,Yes,Fiber optic,89.55,2187.15,0,Month-to-month,Electronic check
4406,Male,0,Yes,Yes,6,Yes,Fiber optic,83.55,477.55,1,Month-to-month,Credit card (automatic)
4407,Female,0,No,No,37,Yes,DSL,78.9,2976.95,0,Month-to-month,Credit card (automatic)
4408,Male,0,No,Yes,8,Yes,No,20.35,178.7,0,Month-to-month,Mailed check
4409,Female,0,Yes,Yes,72,Yes,DSL,71.45,5025.85,0,Two year,Bank transfer (automatic)
4410,Male,1,Yes,No,71,No,DSL,46.35,3353.4,0,Two year,Credit card (automatic)
4411,Female,0,Yes,No,16,Yes,Fiber optic,94.65,1461.15,0,Month-to-month,Bank transfer (automatic)
4412,Female,0,Yes,No,57,No,DSL,49.9,2782.4,0,Month-to-month,Bank transfer (automatic)
4413,Male,0,No,No,66,Yes,No,25.45,1699.15,0,One year,Bank transfer (automatic)
4414,Female,1,No,No,17,Yes,Fiber optic,89.15,1496.9,1,Month-to-month,Electronic check
4415,Female,0,No,Yes,21,Yes,No,20.75,452.2,0,Month-to-month,Mailed check
4416,Male,0,Yes,No,66,Yes,DSL,66.1,4428.45,0,Two year,Credit card (automatic)
4417,Female,0,Yes,No,17,Yes,DSL,75.4,1322.55,0,Month-to-month,Bank transfer (automatic)
